,title,text
2089,dolphin tale 2,dolphin tale 2 family  drama team  people  saved  winter  life  reassemble  wake  surrogate  mother  passing  order  find  companion  remain  clearwater  marine  hospital
2090,housekeeping,housekeeping comedy  drama pacific  northwest  1950s  two  young  sisters  whose  mother  abandoned  wind  living  aunt  sylvie  views  world  conventions  quite  live  people  expectations
2091,cold prey iii,cold prey iii horror takes  place  80s  group  teenagers  go  visit  abandoned  hotel  find  hunted  psychotic  killer  norwegian  woods
2092,the cutlass,the cutlass adventure  family red  army  officer  polevoy  possesses  navy  dirk  secret  message  encrypted  handle  second  part  belongs  white  nikitskiy  three  young  friends  uncover  mystery
2093,high road to china,high road to china adventure  drama  history biplane  pilot  saddled  spoiled  industrialist  daughter  search  missing  father  asia  eventually  involves  struggle  chinese  warlord
2094,love likes coincidences,love likes coincidences drama  romance year  1977  september  morning  ankara  ...  yilmaz  tries  rush  pregnant  wife  neriman  hospital  crashes  omer  car  causes  inci  back  seat  pre  term  labor  babies  born  day  see  first  time  accident  threshold  coincidences  bring  ozgur  deniz  together  come  across  several  times  childhood  youth  intersection  butterfly  effect  resulting  drastic  changes  lives  sometimes  cause  disasters  miracles  however  never  whatever  brings  manages  build  transparent  wall  istanbul  25  years  later  --  anonymous  imdb
2095,history of the world: part i,history of the world: part i comedy uproarious  version  history  proves  nothing  sacred  –  even  roman  empire  french  revolution  spanish  inquisition
2096,cool world,cool world animation  comedy  fantasy jack  deebs  cartoonist  due  released  jail  comic  book  cool  world  describes  zany  populated  doodles  cartoon  characters  noids  humanoids  ).  realize  really  exist  doodle  scientist  perfected  machine  links  intrigued  seeing  creating  come  life  nonetheless  wary  knows  everything  exactly  friendly
2097,i-be area,i-be area  dazzling  raucous  ryan  trecartin  first  feature  length  video  takes  cues  chat  rooms  social  networking  web  sites  youtube  john  waters  pee  wee  ’  playhouse  turns  upside  inside  create  entirely  singular  genre  area  intertwines  stories  incredible  ensemble  cast  follow  day  life  ii  rebellious  clone  played  ).  wexner  center  arts
2098,a king in new york,a king in new york comedy  drama due  revolution  country  king  shahdov  comes  new  york  almost  broke  get  money  goes  tv  making  commercials  meets  child  communist  parents  suddenly  suspected  face  one  mccarthy  hearings
2099,let my puppets come,"let my puppets come comedy  music three  chief  executives  creative  concepts  systems  amp  procedures  brothers  unlimited  inc  new  york  hot  water  latest  venture  huge  failure  mafia  investor  mr  big  ""   wants  500  000  within  24  hours  else  jimmy  courier  hears  plight  suggests  make  porno  movie  easy  way  getting  back  lost  money"
2100,ariel,ariel drama  crime taisto  kasurinen  finnish  coal  miner  whose  father  committed  suicide  framed  crime  commit  jail  starts  dream  leaving  country  starting  new  life  escapes  prison  things  go  planned  ...
2101,aftershock: earthquake in new york,aftershock: earthquake in new york action  drama  thriller new  york  city  never  sleeps  trapped  nightmare  horror  destruction  massive  earthquake  rocks  unsuspecting  countless  lives  lost  families  torn  apart  chaos  runs  rampant  mayor  former  fire  chief  race  enact  wide  emergency  plan  incredible  story  undying  courage  face  unimaginable  human  tragedy
2102,premonition,premonition thriller  drama  mystery depressed  housewife  learns  husband  killed  car  accident  day  previously  awakens  next  morning  find  alive  well  home  world  still  dead
2103,archipelago,archipelago drama patricia  kate  fahy  two  children  young  adults  edward  tom  hiddleston  cynthia  lydia  leonard  )   arrive  break  holiday  cottage  rain  wind  lash  windows  grows  exasperated  absence  husband  remains  unheard  voice  phone  good  natured  struggles  hide  angst  life  heading  assumes  fatherly  role  becoming  weirdly  familiar  rose  amy  lloyd  family  ’  hired  cook  meanwhile  looms  like  dark  cloud  snaps  lashes  clear  reason
2104,bounce,bounce drama  romance man  switches  plane  tickets  another  dies  crash  falls  love  deceased  one  wife
2105,vietnam in hd,vietnam in hd war vietnam  hd  6  part  series  immerses  viewers  sights  sounds  stories  war  never  seen  thousands  hours  uncensored  footage  --  much  shot  soldiers  action  detail  every  critical  chapter  conflict  unfold  onscreen  gripping  firsthand  accounts  13  brave  men  women  forever  changed  experience
2106,always for pleasure,always for pleasure  intense  insider  portrait  new  orleans  street  celebrations  unique  cultural  gumbo  second  line  parades  mardi  gras  jazz  fest  features  live  music  professor  longhair  wild  tchoupitoulas  neville  brothers  glorious  soul  satisfying  film  among  blank  special  masterworks
2107,where is fred?,where is fred? comedy order  catch  basketball  favorite  team  girlfriend  spoiled  son  fred  poses  numb  wheelchair  bound  fan  catches  ball  also  attention  young  attractive  filmmaker  denise  wants  feature  invalid  image  film  keep  playing  role  real  really  furious  ronny  might  call  bluff  moment  worse  still  love  sets  ...
2108,alien abduction,alien abduction horror  science fiction  thriller vacationing  family  encounters  alien  threat  pulse  pounding  thriller  based  real  life  brown  mountain  lights  phenomenon  north  carolina
2109,jen kirkman: just keep livin',jen kirkman: just keep livin' comedy incisive  comic  jen  kirkman  gets  real  women  bodies  value  alone  time  italian  private  tour  guide  may  ghost
2110,river queen,river queen adventure  drama  war intimate  story  set  1860s  young  irish  woman  sarah  family  find  sides  turbulent  wars  british  maori  colonization  new  zealand
2111,sympathy for the underdog,sympathy for the underdog drama  action  crime  foreign yakuza  gang  gets  driven  yokohama  big  tokyo  relocate  okinawa  violently  start
2112,pawn sacrifice,pawn sacrifice thriller  drama american  chess  champion  bobby  fischer  prepares  legendary  match  russian  boris  spassky
2113,the gnomes' great adventure,the gnomes' great adventure animation  family david  gnome  swift  fox  embark  search  find  gold  treasure  stolen  trolls
2114,blind shaft,"blind shaft drama  thriller two  chinese  miners  make  money  killing  fellow  extorting  mine  owner  keep  quiet  accident  ""   happen  upon  latest  victim  one  begins  second  thoughts"
2115,phoenix forgotten,phoenix forgotten horror  mystery  science fiction 20  years  three  teenagers  disappeared  wake  mysterious  lights  appearing  phoenix  arizona  unseen  footage  night  discovered  chronicling  final  hours  fateful  expedition
2116,parasyte: part 1,parasyte: part 1 science fiction  horror alien  pods  come  earth  naturally  start  taking  human  hosts  one  pod  manages  take  shin  izumi  right  arm  together  grow  co  exist  aliens  making  meals  humans  feels  must  put  stop  migi  see
2117,saving lincoln,saving lincoln drama  history almost  entirely  true  story  abraham  lincoln  self  appointed  bodyguard  u  marshal  ward  hill  lamon  banjo  playing  southerner  foiled  repeated  attempts  president  life  kept  functioning  darkest  hours  civil  war
2118,a field in england,a field in england drama  history  thriller civil  war  17th  century  england  small  group  deserters  flee  raging  battle  overgrown  field  captured  alchemist  forces  aid  search  find  hidden  treasure  believes  buried  crossing  vast  mushroom  circle  provides  first  meal  quickly  descend  chaos  arguments  fighting  paranoia  becomes  clear  might  something  gold  slowly  become  victim  terrifying  energies  trapped  inside
2119,mumblecore,mumblecore  cronicle  tao  lin  megan  boyle  relationship  filmed  macbook  camera
2120,high wall,high wall crime  drama steven  kenet  suffering  recurring  brain  injury  appears  strangled  wife  confessed  committed  understaffed  county  asylum  full  pathetic  inmates  dr  ann  lorrison  initially  skeptical  story  reluctance  undergo  treatment  better  judgement  begins  doubt  guilt
2121,company of heroes,company of heroes war american  soldiers  lost  behind  enemy  lines  wwii  make  horrific  discovery  hitler  super  bomb  development  odds  set  find  scientist  charge  program  looking  defect
2122,general nil,"general nil  generał  nil  polish  historical  film  based  life  general  emil  august  fieldorf  pseudonym  "".  directed  ryszard  bugajski  released  2009"
2123,requiem for a village,requiem for a village drama idyllic  rural  past  suffolk  village  comes  life  memories  old  man  tends  country  graveyard
2124,rent-a-kid,rent-a-kid comedy  family  tv movie harry  habert  owner  rent  office  original  idea  babies  nearby  orphanage  local  families  rents  ward  brothers  first  customers  ...
